BARRIOS,SCA_AREA,DENSIDAD_NOCTURNA,DENSIDAD_BANCARIA,DENSIDAD_TIENDAS,DENSIDAD_PARQUES,ILUMINACION,PERSONAS,SEGURIDAD,SENDERO,TRANSPORTE
SALAMANCA Y CALATAYUD E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
VEREDA SUBA NARANJOS E-11,8.755785212913344e-05,1,0,12,2,251.3611283525008,44.33277108308663,4.404858665306684,259.1762001780449,176.33643882727725
PASEO DE LA COLINA E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
SAN ANDRES AFIDRO E-11,4.201207974527437e-05,9,7,20,8,138.18913243023673,63.5556390159619,2.343392276566193,134.99359750764646,92.74152464228632
LOS TEJARES DE SUBA E-11,8.806913889383017e-05,12,20,20,11,191.6952752735457,26.15147899484664,8.141498177640935,173.93200652232906,78.2077249185508
CANTABRIA E-11,2.542151599157532e-05,1,1,20,4,60.95127096637746,17.209770625800694,1.8165868993900731,60.95127096637746,43.35906099333675
BILABAO I SECTOR SECCIONES A Y B E-11,3.0185725198160468e-05,10,2,20,6,99.28904263256648,45.66479607201799,1.6837299110353,96.99304729933654,66.6348867821849
MORATO E-11,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468
ILARCO E-11,4.7854129303114615e-05,13,20,20,10,185.7000662287383,28.061343341231566,8.872336497595274,190.4457345879172,115.95937468950105
MALIBU E-11,8.654024211965014e-05,5,12,20,17,335.82323881137086,50.74662275371827,16.044888076543277,344.40538824766145,209.7029557911005
CIUDAD DE HUNZA E-11,1.986121041629349e-05,6,0,20,3,68.16841865396661,22.94030411125929,1.3393291322441805,69.30169715048092,45.743241132032
LAS VILLAS I SECTOR E-11,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173
LAS VILLAS II SECTOR E-11,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173
NIZA LTDA. E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
SANTA RITA E-11,2.981638396912338e-05,2,1,20,2,98.0741790904422,45.10605872864633,1.6631284223970155,95.80627669626443,65.81956726213643
ALTOS DE SAN JORGE E-11,3.148329526258143e-05,0,0,5,1,90.38226074557012,15.940794433362282,1.583860985366124,93.19233668734871,63.40553170449549
CHUCUA III SECTOR E-11,2.192320190200724e-05,9,2,20,1,75.24566600761916,25.321967200548915,1.4783783245829456,76.4966015130355,50.49230585498676
SANTA CECILIA I E-11,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246
SANTA BARBARA E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
HATO CHICO II E-11,4.23973490498128e-05,7,7,20,17,139.45638773559097,64.1384722627718,2.3648822175100217,136.2315483480773,93.5920053353966
LOS CEREZOS SAN JOAQUIN E-11,7.954527487076642e-05,20,8,20,3,228.3586173075253,40.275799095504745,4.001762089617459,235.45851778910463,160.19957268436343
LA BRITALIA E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
NUEVA ALSACIA E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
BOCA COLINA E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
SANTA HELENA DE BAVIERA IV E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
PARQUES DEL CAMPO - EL CAMPITO E-11,4.201207974527437e-05,9,7,20,8,138.18913243023673,63.5556390159619,2.343392276566193,134.99359750764646,92.74152464228632
SAN JOSE E-11,2.385118096070202e-05,0,7,20,4,72.61835647630569,16.39481913084693,3.118579725976318,72.35104964265058,53.995980398332826
EL CEDRO TUNA ALTA E-11,4.922252735336564e-05,3,5,20,5,118.01717896600552,33.322497590401554,3.5173747456534974,118.01717896600552,83.9541814291506
BALCON DE SUBA E-11,5.69052145933776e-05,20,20,20,10,136.43738458517802,38.52349682405027,4.066369109205306,136.43738458517802,97.05781005392664
PRADOS DE SUBA E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
SANTA ISABEL I Y II E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
TUNA BAJA III SECTOR E-11,3.8606751737686825e-05,0,0,20,0,92.56452632782562,26.13586625726841,2.7587858827116656,92.56452632782562,65.84786304261792
CIUDADELA CAFAM E-11,2.8109721967237307e-05,13,10,20,19,96.47928072587412,32.46758666241003,1.895562694362262,98.0832183903345,64.7407566382188
LOMBARDIA III ETAPA - SECTOR A E-11,2.8109721967237307e-05,13,10,20,19,96.47928072587412,32.46758666241003,1.895562694362262,98.0832183903345,64.7407566382188
WALESSA E-11,2.001226145927553e-05,4,2,20,2,68.68686191700515,23.11477267534481,1.3495151711653404,69.82875936952966,46.0911335382624
BOCHALEMA E-11,2.001226145927553e-05,4,2,20,2,68.68686191700515,23.11477267534481,1.3495151711653404,69.82875936952966,46.0911335382624
LOA ANDES E-11,2.011973901097629e-05,11,7,20,0,41.939984244140085,12.745234732874906,2.4485918944932084,42.56782831965116,27.876276952691917
ATARDECERES DE SUBA E-11,4.220518326687374e-05,7,15,20,6,144.85827107210892,48.74827459756612,2.846081900157304,147.26649421839588,97.20464335921868
LA CAROLINA SUBA E-11,2.6074070865554464e-05,13,7,20,15,79.38626502490634,17.92278866819971,3.409226105364076,79.09404564444655,59.02831485287514
LISBOA E-11,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784
SAN PEDRO III SECTOR E-11,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784
SIERRA MORENA E-11,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173
EL RINCON DE IBERIA E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
LOMA VERDE E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
LOS PINOS DE SUBA E-11,3.544721260012691e-05,18,19,20,7,84.98913522345131,23.996932298386252,2.533009520385216,84.98913522345131,60.45893776287871
ATABANZA E-11,4.267966314717912e-05,11,9,20,2,132.75965929211412,37.844966628808486,4.47368615100931,137.7169871891785,89.95736476624126
SALITRE I SECTOR E-11,2.734832868642975e-05,2,5,20,3,65.571045912311,18.5141776693584,1.9542743095433868,65.571045912311,46.645442072522414
ORQUIDEAS E-11,2.734832868642975e-05,2,5,20,3,65.571045912311,18.5141776693584,1.9542743095433868,65.571045912311,46.645442072522414
QUMRAN CONDOMINIO E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
TURINGA SUBA E-11,3.878463960906408e-05,20,5,20,10,92.99103479622464,26.256292177757544,2.7714975076521853,92.99103479622464,66.15126945896137
VILLA ALICIA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
VILLA CATALINA I-II E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
SAN PEDRO DE TIBABUYES E-11,1.5371396178128144e-05,9,2,20,4,50.56069385224652,23.25376207490269,0.8574012832087026,49.391510284234656,33.93230532941108
PROVENZA E-11,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068
MIRAMAR E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
PRADOS DE SANTA BARBARA E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
CASA BLANCA SUBA II E-11,3.9620230203245474e-05,0,1,15,3,57.72859011761668,7.866821899795459,1.9667054749488648,57.38152444556688,38.639978154877696
CASA BLANCA SECTOR EL PLAN E-11,3.9620230203245474e-05,0,1,15,3,57.72859011761668,7.866821899795459,1.9667054749488648,57.38152444556688,38.639978154877696
SAN FRANCISCO PARTE ALTA E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
SUBA URB. SANTA CATALINA E-11,3.7578425821210464e-05,13,4,20,2,81.79490310252274,11.158635429687788,3.473914803582047,74.21545262198009,33.37063614350027
EL RINCON DE LA CAMAPIÑA E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
LOS NOGALES DE TIBABUYES E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
SAN FRANCISCO SUBA CENTRO E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
EL BATAM II SECTOR E-11,8.308361213081562e-05,4,1,20,5,322.4096331893993,48.719677904175896,15.404015807937968,330.6489904820173,201.3269042804916
CORDOBA E-11,8.308361213081562e-05,4,1,20,5,322.4096331893993,48.719677904175896,15.404015807937968,330.6489904820173,201.3269042804916
ALFONSO JARAMILLO E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
RINCON DE BRITALIA E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
ARCOS DE BRITALIA E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
RINCON DEL KARMEL E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
CAMINO DE LA ESTANCIA E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
SANTA HELENA COLINAS DE SUBA E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
CERROS DE LOS LAGARTOS E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
BOSQUE DE LOS LAGARTOS E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
LA COLINA CAMPESTRE IV SECTOR E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
SAN ANDRES E-11,4.201207974527437e-05,9,7,20,8,138.18913243023673,63.5556390159619,2.343392276566193,134.99359750764646,92.74152464228632
EL ALCAZAR E-11,1.7488736680023233e-05,1,1,20,1,41.93143825871674,11.839464920108256,1.2497212971225382,41.93143825871674,29.828874118161632
ALCAZARES DE SUBA E-11,1.7488736680023233e-05,1,1,20,1,41.93143825871674,11.839464920108256,1.2497212971225382,41.93143825871674,29.828874118161632
BARANDILLAS DE SUBA E-11,1.7488736680023233e-05,1,1,20,1,41.93143825871674,11.839464920108256,1.2497212971225382,41.93143825871674,29.828874118161632
ACAPULCO E-11,4.922252735336564e-05,3,5,20,5,118.01717896600552,33.322497590401554,3.5173747456534974,118.01717896600552,83.9541814291506
TUNA ALTA SECTOR BELLA VISTA E-11,4.922252735336564e-05,3,5,20,5,118.01717896600552,33.322497590401554,3.5173747456534974,118.01717896600552,83.9541814291506
PRADO CENTRAL E-11,3.4931915384630124e-05,20,20,20,3,108.65946080436603,30.97487361727374,3.661566529837471,112.7168723644562,73.62717562700212
PRADO SUR (CALATAYUD) E-11,3.4931915384630124e-05,20,20,20,3,108.65946080436603,30.97487361727374,3.661566529837471,112.7168723644562,73.62717562700212
AMBERES E-11,3.568526685170126e-05,4,9,20,1,117.37852771577606,53.984471893946335,1.990488907821485,114.66422465965584,78.77510647317756
LA FLORESTA E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
EL EDEN E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
LA FLORESTA NORTE I SECTOR E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
LAS FLORESTA I SECTOR E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
SANTA ISABEL E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
ANTONIO GRANADO SUBA E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
JAVA II SECTOR E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
JAVA I SECTOR E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
GUACARI E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
LA AURORA E-11,3.8606751737686825e-05,0,0,20,0,92.56452632782562,26.13586625726841,2.7587858827116656,92.56452632782562,65.84786304261792
LONDRES E-11,3.8606751737686825e-05,0,0,20,0,92.56452632782562,26.13586625726841,2.7587858827116656,92.56452632782562,65.84786304261792
LOS PINARES E-11,2.542151599157532e-05,1,1,20,4,60.95127096637746,17.209770625800694,1.8165868993900731,60.95127096637746,43.35906099333675
BOSQUES DEL PORTAL E-11,2.542151599157532e-05,1,1,20,4,60.95127096637746,17.209770625800694,1.8165868993900731,60.95127096637746,43.35906099333675
ACACIAS E-11,2.542151599157532e-05,1,1,20,4,60.95127096637746,17.209770625800694,1.8165868993900731,60.95127096637746,43.35906099333675
CAMPANELLA I Y II ETAPA E-11,2.542151599157532e-05,1,1,20,4,60.95127096637746,17.209770625800694,1.8165868993900731,60.95127096637746,43.35906099333675
LA PRADERA DE SUBA E-11,2.542151599157532e-05,1,1,20,4,60.95127096637746,17.209770625800694,1.8165868993900731,60.95127096637746,43.35906099333675
LOMBARDIA II E-11,2.8109721967237307e-05,13,10,20,19,96.47928072587412,32.46758666241003,1.895562694362262,98.0832183903345,64.7407566382188
VILLAS DE COVARIA E-11,4.441699584419534e-05,20,8,20,8,127.51233523818254,22.48945652589765,2.2345293343039336,131.47682276678628,89.4532549635865
EL LIBERTADOR E-11,6.250955853017726e-05,1,0,20,2,179.452473797424,31.650181924701126,3.144729614313253,185.03183279056043,125.89062746331442
COASMEDAS E-11,2.011973901097629e-05,11,7,20,0,41.939984244140085,12.745234732874906,2.4485918944932084,42.56782831965116,27.876276952691917
VILLAS DEL RINCON E-11,2.916765397602129e-05,15,2,20,1,100.11035610197784,33.68953041618197,1.9669037219028391,101.77465925128024,67.17732711729697
LA ESTANZUELA E-11,2.916765397602129e-05,15,2,20,1,100.11035610197784,33.68953041618197,1.9669037219028391,101.77465925128024,67.17732711729697
RUBI E-11,2.916765397602129e-05,15,2,20,1,100.11035610197784,33.68953041618197,1.9669037219028391,101.77465925128024,67.17732711729697
ECHEVERRIA E-11,6.260707951659522e-05,20,20,20,19,194.74602030561792,55.51503128930639,6.562479737074557,202.0179573115654,131.95905201036405
PUERTA DE ALCALA E-11,6.260707951659522e-05,20,20,20,19,194.74602030561792,55.51503128930639,6.562479737074557,202.0179573115654,131.95905201036405
SAN NICOLAS URBANIZACION E-11,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468
NUSHKILANDIA E-11,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468
SIMON BOLIVAR E-11,1.996271829528768e-05,15,7,20,20,65.66279838801162,30.19948846725098,1.1135006920885837,64.14438835334538,44.06763345053607
PIEDRA VERDE I SECTOR E-11,1.996271829528768e-05,15,7,20,20,65.66279838801162,30.19948846725098,1.1135006920885837,64.14438835334538,44.06763345053607
EL MOLINO E-11,4.7854129303114615e-05,13,20,20,10,185.7000662287383,28.061343341231566,8.872336497595274,190.4457345879172,115.95937468950105
EL REFUGIO DE SUBA E-11,1.44568216928638e-05,6,7,20,7,49.619265538640825,16.69807021653001,0.9748873330010036,50.44417020502629,33.29615198864966
LA ESPERANZA E-11,2.3619764222370176e-05,5,2,20,4,81.06867317097756,27.28154845250026,1.5927850144423803,82.4164143370442,54.39973433941668
ALTOS DE LA ESPERANZA I SECTOR E-11,2.3619764222370176e-05,5,2,20,4,81.06867317097756,27.28154845250026,1.5927850144423803,82.4164143370442,54.39973433941668
AURES II SECTOR LA PLATA E-11,2.3619764222370176e-05,5,2,20,4,81.06867317097756,27.28154845250026,1.5927850144423803,82.4164143370442,54.39973433941668
ESPERANZA LA E-11,2.3619764222370176e-05,5,2,20,4,81.06867317097756,27.28154845250026,1.5927850144423803,82.4164143370442,54.39973433941668
VILLA ESPERANZA E-11,2.3619764222370176e-05,5,2,20,4,81.06867317097756,27.28154845250026,1.5927850144423803,82.4164143370442,54.39973433941668
LA ZERREZUELA E-11,2.6074070865554464e-05,13,7,20,15,79.38626502490634,17.92278866819971,3.409226105364076,79.09404564444655,59.02831485287514
RINCONCITO E-11,2.158802068233457e-05,18,5,20,1,74.095243992612,24.93482266350872,1.4557755746659284,75.3270540942524,49.720335011667096
RINCON ESCUELA E-11,2.158802068233457e-05,18,5,20,1,74.095243992612,24.93482266350872,1.4557755746659284,75.3270540942524,49.720335011667096
VILLA GLORIA I E-11,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784
VERONA E-11,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784
LA ISABELA E-11,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784
AURES I-II E-11,1.8481246130964017e-05,8,1,20,3,63.43205157672698,21.34640325100938,1.246272046091865,64.48658946188164,42.56498372806063
EL JORDAN II SECTOR E-11,1.986121041629349e-05,6,0,20,3,68.16841865396661,22.94030411125929,1.3393291322441805,69.30169715048092,45.743241132032
SOTILEZA E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
NIZA NORTE II SECTOR E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
SAN LORENZA SAN TADEO E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
NIZA NORTE I SECTOR E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
CERROS DE SOTILEZA E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
MONTICELLO E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
CAMPANIA E-11,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173
LOS LIBERTADORES E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
PORTOALEGRE E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
BOSQUE DE GRATAMIRA E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
FINCA EL CORTIJO PREDIO EL TEJAR E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
SUBA LINDA E-11,3.544721260012691e-05,18,19,20,7,84.98913522345131,23.996932298386252,2.533009520385216,84.98913522345131,60.45893776287871
LOS ALMENDROS II SECTOR E-11,3.544721260012691e-05,18,19,20,7,84.98913522345131,23.996932298386252,2.533009520385216,84.98913522345131,60.45893776287871
ORQUIDEAS II SECTOR E-11,2.734832868642975e-05,2,5,20,3,65.571045912311,18.5141776693584,1.9542743095433868,65.571045912311,46.645442072522414
LA TUNA E-11,2.734832868642975e-05,2,5,20,3,65.571045912311,18.5141776693584,1.9542743095433868,65.571045912311,46.645442072522414
EL SALITRE PARTE ALTA E-11,2.734832868642975e-05,2,5,20,3,65.571045912311,18.5141776693584,1.9542743095433868,65.571045912311,46.645442072522414
CALATRAVA E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
ARBOLEDA DE SUBA E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
CONCHITA ALTAMIRA VILLA LUZ E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
ALTAMIRA E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
TORRES DE SUBA E-11,2.016228415317525e-05,8,5,20,10,69.20177564033806,23.28805346485936,1.3596318639663396,70.3522333713865,46.43665750777345
CATALUÑA E-11,2.016228415317525e-05,8,5,20,10,69.20177564033806,23.28805346485936,1.3596318639663396,70.3522333713865,46.43665750777345
CENTRO ALTO E-11,2.016228415317525e-05,8,5,20,10,69.20177564033806,23.28805346485936,1.3596318639663396,70.3522333713865,46.43665750777345
SAN MIGUEL E-11,6.639666269707436e-05,7,9,20,12,202.1542047967112,45.63972230993235,8.681468917650175,201.41007888948403,150.3134332598859
CHOCITA E-11,6.639666269707436e-05,7,9,20,12,202.1542047967112,45.63972230993235,8.681468917650175,201.41007888948403,150.3134332598859
VILLA DEL PRADO NVA E-11,6.132086406250262e-05,15,16,20,6,133.47376917859955,18.20877674765966,5.668770119554422,121.10554346320812,54.4545493302652
LA URIBE E-11,6.132086406250262e-05,15,16,20,6,133.47376917859955,18.20877674765966,5.668770119554422,121.10554346320812,54.4545493302652
PLAZA BAVIERA E-11,6.132086406250262e-05,15,16,20,6,133.47376917859955,18.20877674765966,5.668770119554422,121.10554346320812,54.4545493302652
VILLA MARIA I Y II SECTOR E-11,2.0354567675093197e-05,6,2,20,11,69.86173862082228,23.51014680035732,1.3725983910388255,71.02316802862435,46.87951427855681
ALCAPARROS I-II E-11,2.0354567675093197e-05,6,2,20,11,69.86173862082228,23.51014680035732,1.3725983910388255,71.02316802862435,46.87951427855681
CENTRO COM CENTROSUBA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
LOS SAUCES E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
SUBATA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
EL PESEBRE E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
VILLA CATALINA I SECTOR E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
