BARRIOS,SCA_AREA,DENSIDAD_NOCTURNA,DENSIDAD_BANCARIA,DENSIDAD_TIENDAS,DENSIDAD_PARQUES,ILUMINACION,PERSONAS,SEGURIDAD,SENDERO,TRANSPORTE
SANTA ELISA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
CHICALA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
BOSQUE DE SUBA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
TEL AVIV E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
VILLA GORDA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
CIUDADELA BOSQ SUBA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
OASIS DE SAN JORGE E-11,3.148329526258143e-05,0,0,5,1,90.38226074557012,15.940794433362282,1.583860985366124,93.19233668734871,63.40553170449549
GUAYMARAL E-11,0.0006364222851653,2,0,8,8,52.252101123884366,1.6654056135102586,1.249054210132694,7.910676664173728,7.910676664173728
BARAJAS E-11,0.0006364222851653,2,0,8,8,52.252101123884366,1.6654056135102586,1.249054210132694,7.910676664173728,7.910676664173728
LA TRINITARIA E-11,2.192320190200724e-05,9,2,20,1,75.24566600761916,25.321967200548915,1.4783783245829456,76.4966015130355,50.49230585498676
EL NOGAL E-11,2.192320190200724e-05,9,2,20,1,75.24566600761916,25.321967200548915,1.4783783245829456,76.4966015130355,50.49230585498676
NIZA SUR II E-11,7.80453046218049e-05,1,3,20,4,224.0525019208883,39.51632594647662,3.926301616476844,231.01852091786333,157.17871954992785
RINCON DE CANTALEJO E-11,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531
CEREZOS DE SUBA E-11,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068
VISTA HERMOSA E-11,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068
NOGALES DE SUBA E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
LA CAÑIZA SECTOR I E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
LA CAÑIZA SECTOR III E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
LA FRANCIA E-11,0.0001482167443967,5,1,20,5,308.9606640189174,93.89074071233568,18.038122599906856,313.5858236599192,205.35708806047805
PRADO CHESTNUT - HILL E-11,0.0001482167443967,5,1,20,5,308.9606640189174,93.89074071233568,18.038122599906856,313.5858236599192,205.35708806047805
AGUAS CALIENTES E-11,0.0001482167443967,5,1,20,5,308.9606640189174,93.89074071233568,18.038122599906856,313.5858236599192,205.35708806047805
CASA BLANCA I E-11,3.9620230203245474e-05,0,1,15,3,57.72859011761668,7.866821899795459,1.9667054749488648,57.38152444556688,38.639978154877696
LOS COMUNEROS E-11,2.481628457831303e-05,20,14,20,20,85.17541686092873,28.663565976372997,1.6734716662852498,86.59143134778549,57.15549383312699
VEREDA CASABLANCA SUBA E-11,0.0004052129310139,0,2,14,4,174.6932219830657,6.662029651896575,1.4804510337547945,62.91916893457876,99.19021926157122
TORRELADERA CASABLANCA E-11,0.0004052129310139,0,2,14,4,174.6932219830657,6.662029651896575,1.4804510337547945,62.91916893457876,99.19021926157122
EL RECUERDO E-11,0.0004052129310139,0,2,14,4,174.6932219830657,6.662029651896575,1.4804510337547945,62.91916893457876,99.19021926157122
EL TABOR E-11,6.466286298092876e-06,6,3,20,1,22.193839260833165,7.468757998104058,0.4360502424042788,22.562804850559864,14.892792894423062
LOS NARANJOS ALTOS E-11,1.681852928754586e-05,2,3,20,2,57.72521017535164,19.425914557750577,1.1341477062159768,58.68487361907285,38.73550627383798
LA MANUELITA II SECTOR E-11,1.681852928754586e-05,2,3,20,2,57.72521017535164,19.425914557750577,1.1341477062159768,58.68487361907285,38.73550627383798
NARANJOS E-11,1.681852928754586e-05,2,3,20,2,57.72521017535164,19.425914557750577,1.1341477062159768,58.68487361907285,38.73550627383798
EL LAGUITO E-11,1.681852928754586e-05,2,3,20,2,57.72521017535164,19.425914557750577,1.1341477062159768,58.68487361907285,38.73550627383798
TIBABUYES II SECTOR E-11,8.966692207993783e-05,11,2,20,14,294.9388424720873,135.6476176837195,5.001532272137143,288.11857119190023,197.93942870942752
ALMANARA E-11,8.966692207993783e-05,11,2,20,14,294.9388424720873,135.6476176837195,5.001532272137143,288.11857119190023,197.93942870942752
HACIENDA HATO CHICO E-11,4.23973490498128e-05,7,7,20,17,139.45638773559097,64.1384722627718,2.3648822175100217,136.2315483480773,93.5920053353966
EL CARMEN E-11,1.87410495830147e-05,4,2,20,4,64.32375908678928,21.646484166234377,1.2637917402442225,65.39312132853439,43.16334866680268
CLUB EL CARMEN E-11,1.87410495830147e-05,4,2,20,4,64.32375908678928,21.646484166234377,1.2637917402442225,65.39312132853439,43.16334866680268
SANTA ANA E-11,2.320751856932629e-05,9,2,20,0,79.65374761125844,26.805392143234577,1.5649854694403422,80.97796608540027,53.45027295627015
VEREDA SUBA CERROS E-11,6.291663281713938e-05,0,0,2,1,91.67257456226766,12.49245505056954,3.123113762642385,91.1214368394484,61.359999807209206
LA CONEJERA II ETAPA E-11,3.536224036867625e-06,0,0,0,0,0.2903341700599367,0.0092536787270099,0.0069402590452574,0.0439549739532972,0.0439549739532972
RINCON DE BOYACA E-11,1.2568949366862502e-05,0,0,13,0,41.34268570128744,19.014236229523256,0.7010835704740418,40.38666265064101,27.74591342542723
ESCUELA DE CARABINEROS E-11,4.1843101228397056e-05,0,1,20,0,60.96742062508785,8.308185576164275,2.077046394041069,60.60088302613942,40.80785268292453
NUEVA ESCOCIA E-11,4.1843101228397056e-05,0,1,20,0,60.96742062508785,8.308185576164275,2.077046394041069,60.60088302613942,40.80785268292453
CERROS DE SUBA E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
SAN FRANCISCO NORTE E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
EL JAPON E-11,1.4814884182469546e-05,7,2,20,1,50.84822153800439,17.111643318582836,0.9990330680010936,51.69355721092839,34.12082170711428
ALTAMAR E-11,1.4814884182469546e-05,7,2,20,1,50.84822153800439,17.111643318582836,0.9990330680010936,51.69355721092839,34.12082170711428
SOTAVENTO E-11,7.525208684636952e-05,0,5,20,13,229.1158193466129,51.72676166843776,9.839329665191965,228.2724482324536,170.3609650601809
EL PORTAL DE LAS MERCEDES E-11,3.299468630271797e-06,0,0,0,0,7.910889602154542,2.2336629464906945,0.2357755332406844,7.910889602154542,5.627589701297389
VILLA HERMOSA E-11,9.414284532543106e-06,1,1,20,2,22.571927169401395,6.37325002430157,0.6727319470096103,22.571927169401395,16.057049366782014
SANTA CATALINA E-11,3.7578425821210464e-05,13,4,20,2,81.79490310252274,11.158635429687788,3.473914803582047,74.21545262198009,33.37063614350027
LA FLORESTA NORTE II SECTOR E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
SANTA BARBARA II SECTOR E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
EL PORTICO E-11,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354
LA CANDELARIA E-11,2.7785082193309985e-06,0,0,0,0,0.2281235208668358,0.0072708691909748,0.0054531518932311,0.0345366286571305,0.0345366286571305
CALLE 100 E-11,2.667819256719293e-05,5,10,20,2,103.5259067239641,15.643914793843464,4.946237765700507,106.17156878468764,64.64617730985314
COLONIA NORTE II ETAPA E-11,1.8481246130964017e-05,8,1,20,3,63.43205157672698,21.34640325100938,1.246272046091865,64.48658946188164,42.56498372806063
EL RINCON DE LAS VILLAS E-11,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173
LA CHUCUA SECTOR I - LAS FLORES E-11,2.192320190200724e-05,9,2,20,1,75.24566600761916,25.321967200548915,1.4783783245829456,76.4966015130355,50.49230585498676
"VERSALLES ETAPAS 1,2,3 Y 4 E-11",5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531
QUINUA E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
BOCACOLINA E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
PREDIO SAN CARLOS E-11,8.46160365301638e-06,1,1,20,0,27.832510908017625,12.800666630357542,0.4719798869293842,27.18890197129574,18.67896158575078
PALMA ALDEA E-11,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068
LAS VILLAS DE MARIANA E-11,4.1843101228397056e-05,0,1,20,0,60.96742062508785,8.308185576164275,2.077046394041069,60.60088302613942,40.80785268292453
CONJUNTO RESIDENCIAL ALTOS DE SUBA E-11,4.538998425009594e-06,0,0,2,0,6.613540059654232,0.9012439359849456,0.2253109839962363,6.573779297772544,4.42669815616135
CATALEJO E-11,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531
EL PROGRESO E-11,1.6677391482506937e-05,6,0,20,1,57.24079151303777,19.26289608599961,1.124630160709558,58.19240164902278,38.410445488849525
HACIENDA CORDOBA NIZA VIII E-11,8.308361213081562e-05,4,1,20,5,322.4096331893993,48.719677904175896,15.404015807937968,330.6489904820173,201.3269042804916
VILLA DELIA - BRITALIA NORTE E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
LA COLINA CAMPESTRE III SECTOR E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
EL REFUGIO DE LA COLINA II SECTOR E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
BALCONES DE SUBA E-11,5.69052145933776e-05,20,20,20,10,136.43738458517802,38.52349682405027,4.066369109205306,136.43738458517802,97.05781005392664
LA FLORESTA NORTE V SECTOR E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
BERLIN IV SECTOR E-11,1.0807439017526666e-05,15,3,20,5,35.548600085495394,16.349433235620953,0.6028282645536218,34.72656154292227,23.85738525778879
NUEVO CORINTO SUBA E-11,2.001226145927553e-05,4,2,20,2,68.68686191700515,23.11477267534481,1.3495151711653404,69.82875936952966,46.0911335382624
CERROS DE NIZA E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
EL PARAISO E-11,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531
CLUB LOS ARRAYANES E-11,0.0003679837032791,0,0,7,0,30.21252103183265,0.9629488775086104,0.7222116581314578,4.5740071681659,4.5740071681659
CHORRILLOS E-11,0.0008049663299785,3,0,12,7,66.09005224327369,2.1064558483911933,1.579841886293395,10.005665279858167,10.005665279858167
SENDEROS DE SUBA E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
GUICANI URBANIZACION E-11,8.806913889383017e-05,12,20,20,11,191.6952752735457,26.15147899484664,8.141498177640935,173.93200652232906,78.2077249185508
LOURDES E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
LA RIVIERA NORTE E-11,6.655418683192538e-05,2,5,20,7,207.02391998269812,59.01501544133381,6.976215882841377,214.75432136638725,140.27850315767526
ESTADERO DEL NORTE E-11,4.267966314717912e-05,11,9,20,2,132.75965929211412,37.844966628808486,4.47368615100931,137.7169871891785,89.95736476624126
BRASILIA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
TELECOM ARRAYANES E-11,0.0003679837032791,0,0,7,0,30.21252103183265,0.9629488775086104,0.7222116581314578,4.5740071681659,4.5740071681659
TEJARES DEL NORTE E-11,8.806913889383017e-05,12,20,20,11,191.6952752735457,26.15147899484664,8.141498177640935,173.93200652232906,78.2077249185508
PRADO SUR E-11,3.4931915384630124e-05,20,20,20,3,108.65946080436603,30.97487361727374,3.661566529837471,112.7168723644562,73.62717562700212
SANTA CAROLINA E-11,2.6074070865554464e-05,13,7,20,15,79.38626502490634,17.92278866819971,3.409226105364076,79.09404564444655,59.02831485287514
PIJAO DE ORO E-11,2.6074070865554464e-05,13,7,20,15,79.38626502490634,17.92278866819971,3.409226105364076,79.09404564444655,59.02831485287514
VILLA ALEXANDRA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
TEUSACA I - II SECTOR E-11,7.034456648617865e-05,3,1,20,12,146.6346063674928,44.56111540808539,8.561002467563203,148.82973520532954,97.4637203999503
GILMAR II E-11,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531
BALCON VILLANOVA E-11,8.806913889383017e-05,12,20,20,11,191.6952752735457,26.15147899484664,8.141498177640935,173.93200652232906,78.2077249185508
LAS TERRAZAS E-11,5.69052145933776e-05,20,20,20,10,136.43738458517802,38.52349682405027,4.066369109205306,136.43738458517802,97.05781005392664
CASA EN EL PRADO SAN PEDRO E-11,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784
PLAZA EL RELOJ E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
LA FLORIDA BRITALIA NORTE E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
EL CEREZO E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
LA PALMA II E-11,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068
ZULIA E-11,4.922252735336564e-05,3,5,20,5,118.01717896600552,33.322497590401554,3.5173747456534974,118.01717896600552,83.9541814291506
SOLITUDE E-11,0.0001482167443967,5,1,20,5,308.9606640189174,93.89074071233568,18.038122599906856,313.5858236599192,205.35708806047805
PARQUES DE LA COLINA I Y II ETAPA E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
LA FLORESTA NORTE E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
EL JORDAN LA ESPERANZA E-11,2.3619764222370176e-05,5,2,20,4,81.06867317097756,27.28154845250026,1.5927850144423803,82.4164143370442,54.39973433941668
AVENIDA DEL TABORA E-11,6.466286298092876e-06,6,3,20,1,22.193839260833165,7.468757998104058,0.4360502424042788,22.562804850559864,14.892792894423062
SAN ANDRES BAJO E-11,4.201207974527437e-05,9,7,20,8,138.18913243023673,63.5556390159619,2.343392276566193,134.99359750764646,92.74152464228632
LA ALAMEDA E-11,5.69052145933776e-05,20,20,20,10,136.43738458517802,38.52349682405027,4.066369109205306,136.43738458517802,97.05781005392664
CAROLINA II SECTOR E-11,2.6074070865554464e-05,13,7,20,15,79.38626502490634,17.92278866819971,3.409226105364076,79.09404564444655,59.02831485287514
LA MARIA E-11,2.0354567675093197e-05,6,2,20,11,69.86173862082228,23.51014680035732,1.3725983910388255,71.02316802862435,46.87951427855681
RIO BAMBA E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
NIZA SUR III E-11,7.80453046218049e-05,1,3,20,4,224.0525019208883,39.51632594647662,3.926301616476844,231.01852091786333,157.17871954992785
GUILLERMO NUÑEZ E-11,4.4948352937079977e-05,1,0,20,4,154.27348467681827,51.91671927663205,3.031065945791392,156.8382327847956,103.52255999472138
EL NARANJAL E-11,1.6677391482506937e-05,6,0,20,1,57.24079151303777,19.26289608599961,1.124630160709558,58.19240164902278,38.410445488849525
EL CERRO E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
LA BELLA SUBA E-11,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465
LOMBARDIA III E-11,2.8109721967237307e-05,13,10,20,19,96.47928072587412,32.46758666241003,1.895562694362262,98.0832183903345,64.7407566382188
SANTA ROSITA E-11,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468
BRISAS DE IBERIA E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
IMPERIAL E-11,3.544721260012691e-05,18,19,20,7,84.98913522345131,23.996932298386252,2.533009520385216,84.98913522345131,60.45893776287871
VILLAS DE LAS FLORES E-11,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784
PREDIO AV BOYACA E-11,3.723071724571309e-05,9,20,20,5,106.8819628244571,18.850860599904248,1.8730021749904864,110.20503119944024,74.98050642461915
CONDADO DE IBERIA III E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
PROVENZA SAN CARLOS E-11,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068
ALEJANDRO PARDO E-11,0.0005780010047712,2,7,20,13,47.45554587732139,1.5125273586397256,1.1343955189797943,7.184504953538696,7.184504953538696
EL POA LOTE A E-11,4.220518326687374e-05,7,15,20,6,144.85827107210892,48.74827459756612,2.846081900157304,147.26649421839588,97.20464335921868
LAS COLINAS DE PRADO E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
LA ESMERALDA E-11,3.9620230203245474e-05,0,1,15,3,57.72859011761668,7.866821899795459,1.9667054749488648,57.38152444556688,38.639978154877696
LAS MARGARITAS E-11,2.667819256719293e-05,5,10,20,2,103.5259067239641,15.643914793843464,4.946237765700507,106.17156878468764,64.64617730985314
LOS MADEROS DE SUBA E-11,1.44568216928638e-05,6,7,20,7,49.619265538640825,16.69807021653001,0.9748873330010036,50.44417020502629,33.29615198864966
SALITRE IV SECTOR E-11,2.734832868642975e-05,2,5,20,3,65.571045912311,18.5141776693584,1.9542743095433868,65.571045912311,46.645442072522414
EL BALCON DE LINDARAJA E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
NIZA TELECOM E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
HUERTOS DE LA ESTANCIA E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
OIKOS LA COLINA E-11,4.686612511621804e-05,0,0,16,1,145.78209723245982,41.55719165187607,4.912511473224966,151.22569102711452,98.78131178592906
SAN LUIS E-11,2.3619764222370176e-05,5,2,20,4,81.06867317097756,27.28154845250026,1.5927850144423803,82.4164143370442,54.39973433941668
VILLA CATALINA II Y III SECTOR E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
CAMINO VERDE E-11,0.0004052129310139,0,2,14,4,174.6932219830657,6.662029651896575,1.4804510337547945,62.91916893457876,99.19021926157122
BOSQUE DE SAN DIEGO E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
POTOSI I SECTOR E-11,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468
SAN RAFAEL NORTE I E-11,6.260707951659522e-05,20,20,20,19,194.74602030561792,55.51503128930639,6.562479737074557,202.0179573115654,131.95905201036405
ESMERALDA E-11,3.9620230203245474e-05,0,1,15,3,57.72859011761668,7.866821899795459,1.9667054749488648,57.38152444556688,38.639978154877696
HACIENDA SAN SEBASTIAN E-11,0.0006722520812617,0,2,10,1,55.19383049527874,1.759165912200119,1.3193744341500893,8.356038082950565,8.356038082950565
ALDIA PLAZA EL RELOJ E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
LA FLORIDA E-11,8.313824409194889e-05,13,20,20,20,173.30327423231392,52.665515971796,10.11800553152731,175.89763462501324,115.18960143584938
NIZA XII E-11,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036
PARCELACION JARDIN E-11,0.0005780010047712,2,7,20,13,47.45554587732139,1.5125273586397256,1.1343955189797943,7.184504953538696,7.184504953538696
EL RINCON DE LA 100 E-11,2.667819256719293e-05,5,10,20,2,103.5259067239641,15.643914793843464,4.946237765700507,106.17156878468764,64.64617730985314
COMPOSTELA E-11,7.624066810257427e-05,2,11,20,13,111.08633787862831,15.138017987468388,3.784504496867097,110.41848414388706,74.35438246785944
GIBRALTAR E-11,0.0001755062796186,1,6,20,5,382.0149147170464,52.11529081081972,16.224571667519346,346.6158492606406,155.85421874556462
LOS ARRAYANES DE SUBA E-11,0.0003679837032791,0,0,7,0,30.21252103183265,0.9629488775086104,0.7222116581314578,4.5740071681659,4.5740071681659
CERROS 170 I ETAPA E-11,6.291663281713938e-05,0,0,2,1,91.67257456226766,12.49245505056954,3.123113762642385,91.1214368394484,61.359999807209206
MONTERREY E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
VILLA ROSARIO E-11,3.906136412976361e-05,6,2,20,5,134.0679327886444,45.11706755809293,2.634080291565306,136.29676995843045,89.96397303499968
LAS LOMITAS E-11,0.0003679837032791,0,0,7,0,30.21252103183265,0.9629488775086104,0.7222116581314578,4.5740071681659,4.5740071681659
VISTA BELLA E-11,6.541999981481122e-05,5,6,20,17,199.1806139519552,44.96838400878499,8.553768697323232,198.44743377789896,148.10239515936794
SALITRE II SECTOR E-11,2.734832868642975e-05,2,5,20,3,65.571045912311,18.5141776693584,1.9542743095433868,65.571045912311,46.645442072522414
LOS MONARCAS E-11,3.8606751737686825e-05,0,0,20,0,92.56452632782562,26.13586625726841,2.7587858827116656,92.56452632782562,65.84786304261792
IBERIA SECTOR III E-11,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105
EL PORVENIR Y VILLANUEVA E-11,0.0004052129310139,0,2,14,4,174.6932219830657,6.662029651896575,1.4804510337547945,62.91916893457876,99.19021926157122
TURINGIA III E-11,3.878463960906408e-05,20,5,20,10,92.99103479622464,26.256292177757544,2.7714975076521853,92.99103479622464,66.15126945896137
LA TOMA EL TRIANGULO E-11,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627
LAS ACACIAS E-11,2.542151599157532e-05,1,1,20,4,60.95127096637746,17.209770625800694,1.8165868993900731,60.95127096637746,43.35906099333675
LA SULTANA E-11,6.250955853017726e-05,1,0,20,2,179.452473797424,31.650181924701126,3.144729614313253,185.03183279056043,125.89062746331442
